Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Мощность;Characteristics:Количество режимов;Characteristics:Подробная комплектация;Characteristics:Максимальное разрешение;Characteristics:Тип процессора;Characteristics:Частота процессора;Characteristics:Дополнительная информация;Characteristics:Размер ремешка;Characteristics:Длина;Characteristics:Дисплей;Characteristics:Видеокарта;Characteristics:SIM-карта;Characteristics:SIM-карты;Characteristics:SIM-карт;Characteristics:Емкость аккумулятора;Characteristics:Тип уборки;Characteristics:Тип пылесборника;Characteristics:Объем пылесборника;Characteristics:Тип питания;Characteristics:Емкость аккумулятора в комплекте;Characteristics:Время работы от аккумулятора;Characteristics:Время зарядки аккумулятора;Characteristics:Потребляемая мощность;Characteristics:Мощность всасывания;Characteristics:Насадки в комплекте;Characteristics:Уровень шума;Characteristics:Фильтр тонкой очистки;Characteristics:Насадки;Characteristics:Минимальная частота;Characteristics:Максимальная частота;Characteristics:Суммарная мощность;Characteristics:Диаметр ВЧ-динамика;Characteristics:Количество полос АС;Characteristics:Беспроводные подключение;Characteristics:Питание;Characteristics:Стереосистема;Characteristics:Беспроводные подключения;Characteristics:Сабвуфер;Characteristics:Количество динамиков;Characteristics:ОС;Characteristics:Совместимость с ОС;Characteristics:Форма корпуса часов;Characteristics:Размер корпуса;Characteristics:Тип устройства;Characteristics:Тип акустического оформления;Characteristics:Тип крепления;Characteristics:Система активного шумоподавления;Characteristics:Тип подключения;Characteristics:Чувствительность;Characteristics:Минимальная воспроизводимая частота;Characteristics:Максимальная воспроизводимая частота;Characteristics:Размер;Characteristics:Оперативная память (RAM);Characteristics:Разрешение видеосъемки;Characteristics:Основная камера МПикс;Characteristics:Частота обновления;Characteristics:Полет;Characteristics:Камера;Characteristics:Функции;Characteristics:Управление;Characteristics:Навигационная система;Characteristics:Поддерживаемые ОС;Characteristics:Датчики;Characteristics:Видео;Characteristics:Основная камера;Characteristics:Разъем;Weight;Length;Width;Height
520193062121;;;;iPhone;Apple iPhone 12, 256 ГБ, Зеленый;;iPhone;https://static.tildacdn.com/tild3433-6430-4937-a633-633435386261/iphone_12_green_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;rzv7yISXSMTcvlhe1lzZ;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
425098638211;;;;;Apple iPhone 12, 256 ГБ, Зеленый / Для другой страны- Зеленый- 256- Для другой страны;;;;0;123;;"Цвет:Зеленый #0d3d04;Объем памяти:256;Регион поставки:Для другой страны";;jXUgKlbrNYixF1CeFIpg;520193062121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
901206832011;;;;iPhone;Apple iPhone 12, 64 ГБ, Синий;;iPhone;https://static.tildacdn.com/tild3161-6166-4164-a166-633664313336/iphone_12_blue_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;rKRdFAMV9eOA7mRP565I;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
599532304831;;;;;Apple iPhone 12, 64 ГБ, Синий / Для другой страны- Синий- 64- Для другой страны;;;;0;123;;"Цвет:Синий #033357;Объем памяти:64;Регион поставки:Для другой страны";;Z9DFSUIHxdrYpcJJG45k;901206832011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
709360873391;;;;iPhone;Apple iPhone 12, 128 ГБ, Синий;;iPhone;https://static.tildacdn.com/tild6133-3839-4734-b239-623166306431/iphone_12_blue_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;mUFIc1zGumnMbs3Ipor6;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
176898860011;;;;;Apple iPhone 12, 128 ГБ, Синий / Для другой страны- Синий- 128- Для другой страны;;;;0;123;;"Цвет:Синий #033357;Объем памяти:128;Регион поставки:Для другой страны";;9YxLbJo16Od2tF0N4iaE;709360873391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
463986495841;;;;iPhone;Apple iPhone 12, 256 ГБ, Синий;;iPhone;https://static.tildacdn.com/tild6230-3761-4165-a166-626533393963/iphone_12_blue_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;2HimBToAgpZIlPR1iF9f;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
237655921841;;;;;Apple iPhone 12, 256 ГБ, Синий / Для другой страны- Синий- 256- Для другой страны;;;;0;123;;"Цвет:Синий #033357;Объем памяти:256;Регион поставки:Для другой страны";;0sV1Ch9MZMEm8MIfuId9;463986495841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
967004020531;;;;iPhone;Apple iPhone 12, 64 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild6533-6433-4166-b739-373066326530/iphone_12_black_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;SUOtdn4Y229FUozI7jeC;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
299231092191;;;;;Apple iPhone 12, 64 ГБ, Черный / Для другой страны- Черный- 64- Для другой страны;;;;0;123;;"Цвет:Черный #000000;Объем памяти:64;Регион поставки:Для другой страны";;i3PagURVkplRIC7aKV18;967004020531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
616206575921;;;;iPhone;Apple iPhone 12, 128 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild6230-3163-4239-b963-303635373764/iphone_12_black_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;AehFY99nhFDLrKMie7xT;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
922293337511;;;;;Apple iPhone 12, 128 ГБ, Черный / Для другой страны- Черный- 128- Для другой страны;;;;0;122;;"Цвет:Черный #000000;Объем памяти:128;Регион поставки:Для другой страны";;Gci0J7uKk471vE1PFaoy;616206575921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
126983183681;;;;iPhone;Apple iPhone 12, 256 ГБ, Черный;;iPhone;https://static.tildacdn.com/tild3233-6638-4863-b538-303936306266/iphone_12_black_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;93Y4rMo5JMOiAJbGNAbn;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
946481926301;;;;;Apple iPhone 12, 256 ГБ, Черный / Для другой страны- Черный- 256- Для другой страны;;;;0;123;;"Цвет:Черный #000000;Объем памяти:256;Регион поставки:Для другой страны";;dMuZySNZUAgFCiseSJjE;126983183681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
431466436591;;;;iPhone;Apple iPhone 12, 64 ГБ, Фиолетовый;;iPhone;https://static.tildacdn.com/tild3932-3063-4633-a439-356238646331/iphone12_mini_purple.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;6NB6D8HDijBA9fiLa4Rm;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
524018941291;;;;;Apple iPhone 12, 64 ГБ, Фиолетовый / Для другой страны- Фиолетовый- 64- Для другой страны;;;;0;123;;"Цвет:Фиолетовый #dab3db;Объем памяти:64;Регион поставки:Для другой страны";;ulJ0FmSCEoZtRPl16dhO;431466436591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
350222335631;;;;iPhone;Apple iPhone 12, 128 ГБ, Фиолетовый;;iPhone;https://static.tildacdn.com/tild6136-3339-4136-b532-383336616332/iphone12_mini_purple.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;v6G0dvpdn2ZVoN98RvSV;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
486131079751;;;;;Apple iPhone 12, 128 ГБ, Фиолетовый / Для другой страны- Фиолетовый- 128- Для другой страны;;;;0;123;;"Цвет:Фиолетовый #dab3db;Объем памяти:128;Регион поставки:Для другой страны";;RAoR3kyrP08ZpmZdf6hm;350222335631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
530537145581;;;;iPhone;Apple iPhone 12, 256 ГБ, Фиолетовый;;iPhone;https://static.tildacdn.com/tild3834-3066-4338-b432-613166623333/iphone12_mini_purple.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;tIEZsi9lUMPtilhMt5su;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
590953764581;;;;;Apple iPhone 12, 256 ГБ, Фиолетовый / Для другой страны- Фиолетовый- 256- Для другой страны;;;;0;123;;"Цвет:Фиолетовый #dab3db;Объем памяти:256;Регион поставки:Для другой страны";;mHNBeUCv2i3MIeMF8fcg;530537145581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
826019747861;;;;iPhone;Apple iPhone 12, 64 ГБ, Белый;;iPhone;https://static.tildacdn.com/tild6164-3162-4537-b231-353261663736/iphone_12_white_0.jpeg;0;;;"product_options:[{""title"":""Цвет"",""params"":{""view"":""buttons"",""hasColor"":true,""linkImage"":false}},{""title"":""Объем памяти"",""params"":{""view"":""radio"",""hasColor"":false,""linkImage"":false}},{""title"":""Регион поставки"",""params"":{""view"":""buttons"",""hasColor"":false,""linkImage"":false}}]";;PKxXgabseuVYhnlctcIk;;iPhone 12;IOS 14;Алюминий;1;OLED, True Tone, сенсорный;6.1 дюйм;2532x1170;460;19.5:9;Двойная 12МП + 12МП;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;162;71;146;7
