Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Модель;Characteristics:Операционная система;Characteristics:Материал корпуса;Characteristics:Количество SIM-карт;Characteristics:Тип экрана;Characteristics:Диагональ;Characteristics:Размер изображения;Characteristics:Число пикселей на дюйм (PPI);Characteristics:Соотношение сторон;Characteristics:Тыловая камера;Characteristics:Тип корпуса;Characteristics:Тип дисплея;Characteristics:Яркость;Characteristics:Звук;Characteristics:Макс. время работы;Characteristics:Класс водонепроницаемости;Characteristics:Материал ремешка;Characteristics:Вид;Characteristics:Тип;Characteristics:Количество микрофонов;Characteristics:Вес наушника;Characteristics:Голосовой набор;Characteristics:Ответить/закончить разговор;Characteristics:Время работы;Characteristics:Материал;Characteristics:Активное шумоподавление;Characteristics:Особенности;Characteristics:Комплект поставки;Characteristics:Спецификации;Characteristics:Системные требования;Characteristics:Процессор;Characteristics:Экран;Characteristics:Разрешение;Characteristics:Число пикселей на дюйм;Characteristics:Bluetooth;Characteristics:Встроенные динамики;Characteristics:Технология дисплея;Characteristics:Full HD;Characteristics:Частота;Characteristics:Количество ядер;Characteristics:Объем видеопамяти;Characteristics:Количество Thunderbolt 3 (USB-C);Characteristics:Количество USB 3.0;Characteristics:Мощность;Characteristics:Количество режимов;Characteristics:Подробная комплектация;Characteristics:Максимальное разрешение;Characteristics:Тип процессора;Characteristics:Частота процессора;Characteristics:Дополнительная информация;Characteristics:Размер ремешка;Characteristics:Длина;Characteristics:Дисплей;Characteristics:Видеокарта;Characteristics:SIM-карта;Characteristics:SIM-карты;Characteristics:SIM-карт;Characteristics:Ёмкость аккумулятора;Characteristics:Тип уборки;Characteristics:Тип пылесборника;Characteristics:Объем пылесборника;Characteristics:Тип питания;Characteristics:Емкость аккумулятора в комплекте;Characteristics:Время работы от аккумулятора;Characteristics:Время зарядки аккумулятора;Characteristics:Потребляемая мощность;Characteristics:Мощность всасывания;Characteristics:Насадки в комплекте;Characteristics:Уровень шума;Characteristics:Фильтр тонкой очистки;Characteristics:Насадки;Characteristics:Минимальная частота;Characteristics:Максимальная частота;Characteristics:Суммарная мощность;Characteristics:Диаметр ВЧ-динамика;Characteristics:Количество полос АС;Characteristics:Беспроводные подключение;Characteristics:Питание;Characteristics:Стереосистема;Characteristics:Беспроводные подключения;Characteristics:Сабвуфер;Characteristics:Количество динамиков;Characteristics:ОС;Characteristics:Совместимость с ОС;Characteristics:Форма корпуса часов;Characteristics:Размер корпуса;Characteristics:Тип устройства;Characteristics:Тип акустического оформления;Characteristics:Тип крепления;Characteristics:Система активного шумоподавления;Characteristics:Тип подключения;Characteristics:Чувствительность;Characteristics:Минимальная воспроизводимая частота;Characteristics:Максимальная воспроизводимая частота;Characteristics:Импеданс (сопротивление);Characteristics:Микрофон;Characteristics:Встроенный микрофон;Characteristics:Количество фронтальных колонок;Characteristics:Количество тыловых колонок;Characteristics:Тип проводного соединения;Characteristics:Беспроводные интерфейсы;Characteristics:Входы;Characteristics:Выходы;Characteristics:Радио;Characteristics:Тип проводного подключения;Characteristics:Конструкция;Characteristics:Диаметр мембраны;Weight;Length;Width;Height;Unit;Portion
688355920681;;;;;Apple iPhone 12 Pro, 512 ГБ, Серебристый, Америка / Белый- Белый- 512- Америка;;;;0;123;;"Цвет:Белый;Объем памяти:512;Регион поставки:Америка";;CuY582B9J3NnsbknXZLS;961557524921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

246828876531;;;;;Apple iPhone 12 Pro, 128 ГБ, Золотой, Ростест- Золотой- 128- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:128;Регион поставки:Ростест";;CyLCPVPHoTRuzyczbIMj;636452800391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

561179688811;;;;;Apple iPhone 12 Pro, 256 ГБ, Золотой, Ростест- Золотой- 256- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:256;Регион поставки:Ростест";;GhBAgPZusEtV5PGahJ6F;228731227021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

505219156641;;;;;Apple iPhone 12 Pro, 512 ГБ, Золотой, Ростест- Золотой- 512- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:512;Регион поставки:Ростест";;9B26thcmnCESSIzC1Spc;367196142431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

575691744671;;;;;Apple iPhone 12 Pro, 128 ГБ, Золотой, Америка- Золотой- 128- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:128;Регион поставки:Америка";;Op8LgIlCmT4dyfZbPen3;562231590021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

303753793511;;;;;Apple iPhone 12 Pro, 256 ГБ, Золотой, Америка- Золотой- 256- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:256;Регион поставки:Америка";;IcTiHV4bOOA4hBySYXdl;586969289361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

337057149191;;;;;Apple iPhone 12 Pro, 512 ГБ, Золотой, Америка- Золотой- 512- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:512;Регион поставки:Америка";;cePCUN6nexpAj8SIZf3y;766588410781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

474602417621;;;;;Apple iPhone 12 Pro, 128 ГБ, Графитовый, Ростест- Графитовый- 128- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:128;Регион поставки:Ростест";;uI38CkiVtUiLsMs5ECKP;299103328591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

914056332001;;;;;Apple iPhone 12 Pro, 256 ГБ, Графитовый, Ростест- Графитовый- 256- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:256;Регион поставки:Ростест";;U2PR7rBst27btkPm6mJb;802402485711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

837298681931;;;;;Apple iPhone 12 Pro, 512 ГБ, Графитовый, Ростест- Графитовый- 512- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:512;Регион поставки:Ростест";;X9HtDnEoz2llFGe9M5rz;651468784121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

525273029471;;;;;Apple iPhone 12 Pro, 128 ГБ, Графитовый, Америка- Графитовый- 128- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:128;Регион поставки:Америка";;fkxsM4ZJ2Or066U86RTk;836856840291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

193589416241;;;;;Apple iPhone 12 Pro, 256 ГБ, Графитовый, Америка- Графитовый- 256- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:256;Регион поставки:Америка";;Ghtu8tijles5J7PVgt4G;694282815041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

900840172541;;;;;Apple iPhone 12 Pro, 512 ГБ, Графитовый, Америка- Графитовый- 512- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:512;Регион поставки:Америка";;mrl0GgrKuIeElpxT91uH;521187727001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

349521398951;;;;;Apple iPhone SE, 64 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 64- Ростест;;;;0;123;;"Цвет:Красный;Объем памяти:64;Регион поставки:Ростест";;etriiogsJPOEidGmZddD;947375011181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

248692503591;;;;;Apple iPhone SE, 128 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 128- Ростест;;;;0;123;;"Цвет:Красный;Объем памяти:128;Регион поставки:Ростест";;DfG33PsSymnExOhXH89B;580871397541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

853554256471;;;;;Apple iPhone SE, 256 ГБ, (PRODUCT)RED, Ростест / Красный- Красный- 256- Ростест;;;;0;123;;"Цвет:Красный;Объем памяти:256;Регион поставки:Ростест";;SVcLuO9hKmX1x1bGbGNm;547765479061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

352615728661;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Тихоокеанский синий, Ростест- Тихоокеанский синий- 128- Ростест;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:128;Регион поставки:Ростест";;JVvetXhtYVC14FrVioaH;816537961781;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

908618740831;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Тихоокеанский синий, Ростест- Тихоокеанский синий- 256- Ростест;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:256;Регион поставки:Ростест";;jgj2937f6HdbBZGj7SRP;259460455321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

883727757341;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Тихоокеанский синий, Ростест- Тихоокеанский синий- 512- Ростест;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:512;Регион поставки:Ростест";;YbKa30UAVbNj56DpLhPJ;808988681311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

749376858081;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Тихоокеанский синий, Америка- Тихоокеанский синий- 128- Америка;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:128;Регион поставки:Америка";;xMnANAAKy0KciMfm7Fhp;411023600641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

491906050611;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Тихоокеанский синий, Америка- Тихоокеанский синий- 256- Америка;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:256;Регион поставки:Америка";;zIlGbnjmIUR6tlS3rTs0;430516108321;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

997756472251;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Тихоокеанский синий, Америка- Тихоокеанский синий- 512- Америка;;;;0;123;;"Цвет:Тихоокеанский синий;Объем памяти:512;Регион поставки:Америка";;T3ULdRyDJjZlXxIUyo2C;901296358741;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

461962151141;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Графитовый, Ростест- Графитовый- 128- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:128;Регион поставки:Ростест";;fRCvslGmFoCjsezNnEhd;336609900491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

792889542161;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Графитовый, Ростест- Графитовый- 256- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:256;Регион поставки:Ростест";;TLehcRS2EMMOHpdIP3ba;516137269001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

579621142701;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Графитовый, Ростест- Графитовый- 512- Ростест;;;;0;123;;"Цвет:Графитовый;Объем памяти:512;Регион поставки:Ростест";;CBA3ygcRMxz3T2T9OKpr;346394362581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

785012639401;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Графитовый, Америка- Графитовый- 128- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:128;Регион поставки:Америка";;grseKNThv2zgRoad5KfX;474167493541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

994969163641;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Графитовый, Америка- Графитовый- 256- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:256;Регион поставки:Америка";;9CxUTgirg449RPEde80F;264211607151;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

749299900691;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Графитовый, Америка- Графитовый- 512- Америка;;;;0;123;;"Цвет:Графитовый;Объем памяти:512;Регион поставки:Америка";;BkOnIU22EnaARTopMBkh;596786311041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

112828260171;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Золотой, Ростест- Золотой- 128- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:128;Регион поставки:Ростест";;ToTtohZJLbZfYk4ESeBA;917161902701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

918169308851;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Золотой, Ростест- Золотой- 256- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:256;Регион поставки:Ростест";;g5k4CiZXJuab6xx98bUF;693806981061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

940459879291;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Золотой, Ростест- Золотой- 512- Ростест;;;;0;123;;"Цвет:Золотой;Объем памяти:512;Регион поставки:Ростест";;yYkzCfbCFlCpRhcciAJj;426649708841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

939143081421;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Золотой, Америка- Золотой- 128- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:128;Регион поставки:Америка";;Yro6zSutUePO1LfaJ7P5;344194734081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

291856757891;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Золотой, Америка- Золотой- 256- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:256;Регион поставки:Америка";;v726EpkMmxLsHUKbVUVt;100612088081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

693368911101;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Золотой, Америка- Золотой- 512- Америка;;;;0;123;;"Цвет:Золотой;Объем памяти:512;Регион поставки:Америка";;XYoak7VoJzK9jp4yT34M;627053554841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

650259621211;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Серебристый, Ростест / Белый- Белый- 128- Ростест;;;;0;123;;"Цвет:Белый;Объем памяти:128;Регион поставки:Ростест";;V2XLjNi2FTzb1XzVH6V8;717260739751;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

946030750981;;;;;Apple iPhone 12 Pro Max, 256 ГБ, Серебристый, Ростест / Белый- Белый- 256- Ростест;;;;0;123;;"Цвет:Белый;Объем памяти:256;Регион поставки:Ростест";;mK7XuUOYcByuiZD9P8x7;358621229721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

213205228951;;;;;Apple iPhone 12 Pro Max, 512 ГБ, Серебристый, Ростест / Белый- Белый- 512- Ростест;;;;0;123;;"Цвет:Белый;Объем памяти:512;Регион поставки:Ростест";;aaG4kZcSitl4BuV25sOA;868554682531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

969760002411;;;;;Apple iPhone 12 Pro Max, 128 ГБ, Серебристый, Америка / Белый / Ростест- Белый- 128- Ростест;;;;0;123;;"Цвет:Белый;Объем памяти:128;Регион поставки:Ростест";;msMkih30judXBkzOReJz;198991405911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;

